Flight_ID,Airline,Origin_Airport,Destination_Airport,Scheduled_Departure,Weather_Delay,Air_Traffic_Delay,Security_Delay,Aircraft_Maintenance_Delay,Total_Delay
535,United,ATL,MIA,12,55,11,12,8,86
536,American,JFK,BOS,22,24,14,8,29,75
537,JetBlue,JFK,SEA,23,12,9,9,1,31
538,Southwest,DFW,MIA,5,53,45,2,3,103
539,Southwest,LAX,MIA,1,23,44,7,14,88
540,Southwest,ATL,PHX,10,14,16,14,21,65
541,Southwest,ATL,DEN,7,16,11,6,0,33
542,United,ORD,BOS,6,30,46,1,15,92
543,Southwest,JFK,PHX,16,2,3,4,8,17
544,JetBlue,ORD,MIA,1,37,58,12,7,114
545,United,ATL,SEA,17,50,46,14,13,123
546,Southwest,ATL,PHX,10,11,56,2,19,88
547,United,LAX,PHX,22,38,51,4,23,116
548,JetBlue,ORD,PHX,20,4,16,11,28,59
549,American,DFW,BOS,3,45,55,12,24,136
550,Delta,ORD,BOS,15,29,27,1,5,62
551,Delta,LAX,PHX,19,4,11,1,3,19
552,American,ORD,DEN,12,12,1,10,7,30
553,American,ATL,SEA,23,26,55,8,20,109
554,Southwest,LAX,MIA,3,30,52,14,18,114
555,JetBlue,ATL,SEA,9,3,13,3,21,40
556,Delta,DFW,MIA,22,38,34,8,5,85
557,JetBlue,DFW,DEN,20,40,36,2,0,78
558,American,ATL,DEN,14,11,21,3,10,45
559,Southwest,JFK,PHX,16,24,42,4,13,83
560,Delta,JFK,BOS,12,8,4,9,12,33
561,JetBlue,ATL,MIA,23,6,6,3,11,26
562,JetBlue,DFW,BOS,8,21,32,9,28,90
563,Southwest,ATL,SEA,22,50,49,1,21,121
564,United,ATL,DEN,2,41,4,10,8,63
565,American,LAX,PHX,19,2,6,3,29,40
566,JetBlue,DFW,MIA,7,39,35,5,5,84
567,American,JFK,BOS,21,45,56,14,10,125
568,American,ATL,SEA,19,20,32,14,7,73
569,Southwest,DFW,PHX,17,27,58,10,2,97
570,United,LAX,DEN,19,10,59,9,15,93
571,United,LAX,BOS,8,12,6,9,18,45
572,American,LAX,MIA,20,19,40,4,17,80
573,JetBlue,LAX,SEA,16,55,46,9,6,116
574,American,DFW,PHX,17,18,32,8,15,73
575,American,LAX,MIA,0,14,44,1,28,87
576,United,ORD,BOS,3,36,5,6,18,65
577,United,LAX,BOS,11,34,45,6,27,112
578,United,LAX,SEA,17,46,51,4,19,120
579,Delta,LAX,PHX,13,30,41,0,3,74
580,Delta,JFK,DEN,15,20,27,4,5,56
581,Delta,JFK,PHX,9,58,21,0,26,105
582,American,DFW,BOS,23,54,31,1,2,88
583,American,ORD,MIA,6,4,31,12,4,51
584,Delta,ORD,PHX,8,2,30,12,10,54
585,Southwest,JFK,BOS,22,21,16,3,27,67
586,Southwest,ATL,MIA,8,37,39,3,21,100
587,United,ORD,BOS,15,27,29,13,4,73
588,American,ORD,SEA,11,17,50,13,23,103
589,Delta,ATL,BOS,8,29,27,13,15,84
590,United,ORD,SEA,11,40,23,3,0,66
591,United,JFK,DEN,3,54,25,2,14,95
592,Delta,JFK,PHX,12,36,24,6,12,78
593,American,DFW,BOS,8,4,30,1,29,64
594,American,ATL,DEN,17,38,2,11,25,76
595,American,ATL,PHX,14,35,31,1,26,93
596,United,DFW,PHX,7,39,27,12,1,79
597,Southwest,JFK,BOS,0,42,48,10,3,103
598,Delta,DFW,PHX,15,43,52,4,21,120
599,Delta,DFW,BOS,19,20,29,12,16,77
600,Southwest,ORD,PHX,19,34,5,4,29,72
601,American,LAX,BOS,9,31,36,1,14,82
602,Southwest,JFK,PHX,22,35,52,14,1,102
603,United,LAX,SEA,9,11,31,2,14,58
604,American,JFK,PHX,3,17,4,12,18,51
605,Delta,ORD,BOS,13,10,22,4,8,44
606,Delta,JFK,DEN,0,49,49,5,29,132
607,Southwest,ORD,DEN,18,22,36,12,0,70
608,American,ORD,BOS,16,59,2,2,6,69
609,Southwest,JFK,SEA,23,12,24,7,10,53
610,Southwest,ATL,MIA,9,10,54,0,8,72
611,American,JFK,PHX,5,35,36,13,13,97
612,JetBlue,ATL,PHX,21,5,25,4,17,51
613,JetBlue,ORD,SEA,10,58,18,8,4,88
614,JetBlue,ORD,MIA,8,36,53,7,26,122
615,Delta,JFK,PHX,12,20,55,13,10,98
616,Southwest,LAX,PHX,23,23,37,3,29,92
617,American,DFW,BOS,18,23,15,7,3,48
618,American,LAX,MIA,6,35,40,12,24,111
619,Southwest,ATL,MIA,13,14,17,5,12,48
620,Southwest,LAX,MIA,2,24,26,1,1,52
621,JetBlue,ORD,SEA,17,7,49,12,29,97
622,Southwest,ATL,MIA,18,48,27,4,5,84
623,Southwest,DFW,DEN,0,8,4,8,15,35
624,United,JFK,SEA,19,58,23,13,6,100
625,Southwest,ORD,PHX,11,3,20,3,26,52
626,Delta,JFK,MIA,19,43,38,13,6,100
627,United,DFW,SEA,16,10,25,7,21,63
628,American,JFK,MIA,7,51,20,9,2,82
629,Southwest,ORD,PHX,7,35,11,11,25,82
630,Delta,ORD,DEN,19,9,29,5,24,67
631,Southwest,ORD,PHX,22,29,32,4,13,78
632,United,DFW,PHX,22,34,2,13,13,62
633,Southwest,DFW,DEN,14,51,58,3,9,121
634,Southwest,ATL,BOS,9,43,20,12,19,94
635,JetBlue,LAX,PHX,23,2,54,11,13,80
636,JetBlue,JFK,PHX,2,52,12,10,4,78
637,JetBlue,ORD,MIA,17,5,28,0,25,58
638,United,ORD,MIA,19,5,59,9,13,86
639,United,DFW,BOS,2,15,55,11,1,82
640,United,JFK,DEN,21,31,15,5,15,66
641,Delta,ATL,MIA,21,7,39,5,9,60
642,Delta,LAX,DEN,10,47,59,14,18,138
643,Delta,DFW,PHX,7,17,38,2,6,63
644,Delta,JFK,MIA,3,56,33,5,14,108
645,JetBlue,LAX,SEA,10,33,55,6,7,101
646,American,LAX,SEA,4,3,25,3,16,47
647,United,LAX,PHX,19,30,13,13,12,68
648,JetBlue,JFK,SEA,15,57,32,12,27,128
649,Southwest,ORD,PHX,1,41,24,2,17,84
650,JetBlue,ORD,MIA,13,48,30,3,6,87
651,Southwest,JFK,MIA,8,18,2,3,5,28
652,Southwest,DFW,MIA,20,34,44,4,28,110
653,Delta,JFK,SEA,5,46,12,8,3,69
654,United,ORD,DEN,23,40,44,3,4,91
655,United,DFW,DEN,14,1,34,1,25,61
656,Delta,JFK,SEA,10,57,34,10,13,114
657,Southwest,LAX,SEA,10,2,1,12,3,18
658,JetBlue,JFK,BOS,18,30,3,12,6,51
659,United,JFK,DEN,22,35,58,14,11,118
660,Southwest,DFW,PHX,14,3,43,8,10,64
661,Delta,ORD,BOS,19,49,7,12,29,97
662,American,JFK,DEN,16,33,44,2,4,83
663,Southwest,ATL,MIA,20,55,0,14,13,82
664,JetBlue,JFK,PHX,17,9,39,4,5,57
665,Southwest,LAX,DEN,8,33,0,9,0,42
666,American,ATL,MIA,23,45,32,13,26,116
667,Delta,DFW,MIA,7,32,9,10,26,77
668,Southwest,ORD,SEA,23,19,52,2,21,94
669,Delta,ORD,SEA,22,38,21,6,2,67
670,JetBlue,DFW,MIA,23,5,46,1,23,75
671,Delta,ORD,PHX,17,49,33,2,20,104
672,United,LAX,SEA,3,0,8,3,11,22
673,American,DFW,BOS,11,4,23,14,11,52
674,Delta,JFK,SEA,11,0,20,4,20,44
675,United,JFK,DEN,23,8,20,5,7,40
676,Delta,LAX,SEA,11,49,21,6,13,89
677,JetBlue,JFK,SEA,21,24,11,13,10,58
678,JetBlue,ORD,MIA,10,23,25,2,18,68
679,Delta,LAX,DEN,23,49,36,14,17,116
680,United,ATL,PHX,19,40,57,10,29,136
681,United,DFW,MIA,8,59,13,14,15,101
682,Southwest,ORD,DEN,17,23,11,13,22,69
683,Southwest,LAX,PHX,4,19,4,13,5,41
684,Southwest,ORD,PHX,12,38,39,9,14,100
685,American,ORD,PHX,6,19,34,12,1,66
686,Delta,JFK,BOS,9,10,3,7,22,42
687,United,ORD,PHX,2,53,34,0,22,109
688,Delta,JFK,BOS,14,57,6,6,12,81
689,United,LAX,MIA,10,3,5,6,24,38
690,United,ATL,MIA,4,10,29,9,3,51
691,United,ATL,PHX,7,52,19,7,16,94
692,American,ORD,DEN,6,50,5,14,13,82
693,Delta,ORD,BOS,5,36,22,7,22,87
694,Southwest,DFW,PHX,1,10,17,7,25,59
695,Southwest,ORD,DEN,18,15,6,1,27,49
696,Southwest,DFW,SEA,17,59,15,3,16,93
697,JetBlue,JFK,BOS,23,14,44,7,20,85
698,United,DFW,DEN,10,8,45,1,4,58
699,United,ORD,BOS,17,5,55,6,22,88
700,American,ORD,BOS,17,55,34,1,26,116
701,American,JFK,BOS,22,18,35,11,11,75
702,Southwest,JFK,PHX,23,28,8,4,20,60
703,Southwest,JFK,DEN,6,48,33,11,15,107
704,JetBlue,ORD,BOS,13,17,14,11,2,44
705,Delta,ORD,SEA,19,28,3,14,14,59
706,JetBlue,ATL,PHX,2,46,35,5,23,109
707,United,LAX,BOS,20,58,53,6,8,125
708,Delta,DFW,DEN,18,26,27,0,3,56
709,Delta,LAX,SEA,23,19,15,12,22,68
710,Delta,DFW,DEN,16,13,33,11,9,66
711,Delta,ORD,DEN,0,33,23,5,29,90
712,Delta,ORD,SEA,16,13,6,8,18,45
713,Delta,ORD,DEN,15,32,53,1,5,91
714,United,JFK,MIA,21,4,39,10,14,67
715,Southwest,LAX,BOS,13,16,15,4,21,56
716,United,DFW,BOS,6,21,41,8,18,88
717,Delta,DFW,PHX,22,11,58,2,3,74
718,American,JFK,PHX,22,1,47,1,4,53
719,Southwest,JFK,PHX,2,16,7,4,25,52
720,Southwest,ATL,DEN,19,10,4,13,18,45
721,United,ATL,DEN,21,33,54,12,24,123
722,Southwest,JFK,BOS,10,4,44,13,8,69
723,JetBlue,LAX,BOS,5,52,26,7,2,87
724,JetBlue,LAX,BOS,23,28,40,1,18,87
725,American,ATL,DEN,6,33,54,10,12,109
726,Delta,ATL,SEA,14,32,41,13,21,107
727,Delta,LAX,PHX,12,3,12,14,15,44
728,Southwest,JFK,DEN,18,32,46,8,10,96
729,JetBlue,ATL,SEA,21,31,42,14,15,102
730,JetBlue,DFW,PHX,14,11,18,0,24,53
731,JetBlue,DFW,BOS,0,27,18,1,2,48
732,United,ORD,DEN,7,35,38,8,14,95
733,Southwest,ORD,PHX,10,21,4,8,25,58
734,Delta,ATL,MIA,14,32,3,7,11,53
735,JetBlue,ATL,BOS,7,58,43,10,15,126
736,JetBlue,ATL,BOS,21,43,49,11,29,132
737,JetBlue,ATL,MIA,2,14,20,7,17,58
738,American,ATL,PHX,19,4,15,5,8,32
739,American,ATL,BOS,6,43,43,1,3,90
740,JetBlue,ATL,PHX,17,11,29,14,29,83
741,Delta,ORD,PHX,2,3,58,11,14,86
742,JetBlue,LAX,DEN,9,38,6,8,18,70
743,Delta,ORD,PHX,22,20,28,7,20,75
744,Southwest,DFW,DEN,9,37,34,12,2,85
745,United,LAX,BOS,1,51,45,4,26,126
746,Southwest,ORD,SEA,2,43,8,7,13,71
747,American,ORD,SEA,23,25,24,0,8,57
748,JetBlue,JFK,DEN,20,49,58,11,14,132
749,Southwest,LAX,MIA,1,47,29,14,9,99
750,United,DFW,DEN,19,33,54,12,17,116
751,Southwest,LAX,SEA,15,55,4,11,14,84
752,Southwest,ORD,DEN,12,22,13,0,19,54
753,Southwest,LAX,BOS,6,5,36,0,3,44
754,American,DFW,BOS,8,16,24,4,20,64
755,American,JFK,MIA,11,9,16,11,12,48
756,Delta,ORD,BOS,15,35,25,5,28,93
757,United,DFW,MIA,9,51,35,11,4,101
758,American,ATL,MIA,18,18,37,14,21,90
759,JetBlue,JFK,MIA,11,3,56,1,24,84
760,Delta,ORD,PHX,22,25,19,4,9,57
761,Delta,DFW,DEN,10,54,7,11,16,88
762,Delta,JFK,SEA,2,33,37,0,29,99
763,American,ORD,BOS,2,30,49,12,8,99
764,JetBlue,LAX,SEA,13,43,48,10,2,103
765,United,DFW,MIA,14,3,49,6,10,68
766,Southwest,JFK,SEA,5,36,6,10,8,60
767,United,ORD,MIA,22,6,45,4,21,76
768,Delta,LAX,MIA,14,52,29,0,16,97
769,Delta,ORD,MIA,12,10,40,5,11,66
770,JetBlue,ATL,MIA,18,31,57,14,28,130
771,JetBlue,LAX,MIA,1,43,11,11,29,94
772,United,DFW,BOS,21,15,29,7,9,60
773,United,LAX,MIA,19,51,5,13,20,89
774,Delta,JFK,PHX,23,45,46,8,0,99
775,United,ATL,BOS,20,21,22,6,3,52
776,JetBlue,ATL,SEA,16,18,27,5,10,60
777,JetBlue,ORD,SEA,12,10,14,2,9,35
778,Delta,JFK,DEN,22,43,30,6,26,105
779,JetBlue,DFW,BOS,14,48,13,6,25,92
780,Delta,ATL,DEN,2,52,34,13,5,104
781,United,JFK,DEN,9,35,28,10,23,96
782,United,JFK,SEA,22,39,39,8,27,113
783,Southwest,JFK,DEN,21,26,6,12,6,50
784,JetBlue,JFK,SEA,2,9,21,9,5,44
785,Southwest,LAX,PHX,11,45,5,14,13,77
786,JetBlue,ORD,DEN,2,23,17,11,12,63
787,Southwest,ORD,DEN,11,57,43,8,9,117
788,Delta,ATL,SEA,10,38,56,12,16,122
789,Delta,LAX,DEN,3,0,46,12,24,82
790,United,ORD,MIA,5,28,41,9,6,84
791,JetBlue,DFW,BOS,13,43,13,13,22,91
792,American,ATL,SEA,1,22,59,10,22,113
793,JetBlue,ATL,BOS,16,26,3,12,6,47
794,Delta,ATL,SEA,19,8,47,9,9,73
795,American,DFW,DEN,14,7,2,7,17,33
796,United,LAX,BOS,6,27,9,8,27,71
797,American,JFK,SEA,11,8,37,4,16,65
798,Delta,LAX,SEA,14,16,6,8,3,33
799,JetBlue,ORD,MIA,23,58,35,14,7,114
800,Southwest,ORD,BOS,23,28,38,11,28,105
801,Southwest,JFK,MIA,7,27,53,10,15,105
802,United,ATL,SEA,10,5,20,5,29,59
803,Southwest,JFK,SEA,15,33,42,6,7,88
804,American,JFK,BOS,15,32,21,0,8,61
805,Southwest,JFK,BOS,10,41,17,7,29,94
806,Southwest,ATL,MIA,5,28,58,2,25,113
807,Southwest,JFK,DEN,21,45,58,10,8,121
808,Delta,ATL,MIA,4,16,23,12,22,73
809,JetBlue,DFW,SEA,6,52,50,2,6,110
810,Delta,LAX,PHX,8,56,57,2,17,132
811,American,ORD,BOS,11,36,7,0,5,48
812,American,ORD,PHX,13,36,43,4,12,95
813,Southwest,LAX,MIA,15,28,0,13,1,42
814,Delta,ORD,SEA,21,20,17,10,1,48
815,American,ORD,SEA,14,13,51,10,28,102
816,United,DFW,PHX,18,19,6,12,19,56
817,JetBlue,JFK,SEA,11,33,39,6,12,90
818,American,LAX,PHX,8,15,42,6,13,76
819,Delta,JFK,PHX,1,8,9,12,20,49
820,Southwest,LAX,BOS,11,49,24,9,15,97
821,Southwest,ORD,SEA,7,11,40,13,25,89
822,Delta,ORD,PHX,1,11,56,1,21,89
823,American,JFK,SEA,20,10,8,3,28,49
824,JetBlue,ORD,BOS,5,49,29,11,1,90
825,JetBlue,LAX,PHX,11,4,49,11,2,66
826,Delta,JFK,BOS,5,58,14,9,19,100
827,American,ORD,PHX,4,54,55,6,29,144
828,Delta,LAX,BOS,0,42,27,11,9,89
829,United,JFK,BOS,17,31,8,11,7,57
830,JetBlue,ATL,PHX,3,40,43,6,18,107
831,United,ATL,SEA,8,44,36,12,13,105
832,American,ATL,PHX,12,49,23,9,29,110
833,JetBlue,DFW,DEN,23,44,7,10,12,73
834,American,JFK,SEA,19,15,11,2,23,51
835,United,ORD,DEN,14,2,42,12,5,61
836,United,ATL,BOS,23,44,31,7,18,100
837,American,ORD,DEN,13,5,4,11,5,25
838,American,JFK,BOS,0,10,11,14,17,52
839,Southwest,ATL,DEN,10,55,13,7,23,98
840,Southwest,LAX,SEA,6,31,51,3,18,103
841,United,JFK,DEN,22,0,21,3,6,30
842,Southwest,ATL,BOS,0,25,4,12,2,43
843,American,ORD,SEA,17,14,31,9,22,76
844,Southwest,ATL,PHX,1,13,48,8,14,83
845,United,ORD,DEN,20,49,50,1,0,100
846,Southwest,ATL,BOS,17,23,57,8,15,103
847,American,DFW,BOS,23,48,56,5,0,109
848,Southwest,ATL,BOS,12,45,20,7,3,75
849,Delta,JFK,SEA,3,9,56,6,24,95
850,United,ORD,PHX,0,21,33,10,14,78
851,JetBlue,JFK,SEA,16,4,4,11,17,36
852,Delta,DFW,PHX,4,29,53,4,2,88
853,JetBlue,DFW,BOS,11,9,48,9,9,75
854,Southwest,ORD,BOS,20,32,43,13,6,94
855,Delta,ATL,PHX,0,23,29,6,25,83
856,United,JFK,PHX,23,35,7,5,17,64
857,JetBlue,DFW,MIA,16,2,24,5,10,41
858,American,DFW,MIA,19,4,59,12,7,82
859,American,ATL,BOS,4,2,1,14,23,40
860,American,ATL,PHX,23,5,48,4,10,67
861,Southwest,DFW,MIA,3,11,20,1,15,47
862,JetBlue,JFK,SEA,20,38,16,3,29,86
863,JetBlue,JFK,MIA,22,21,52,8,12,93
864,American,DFW,SEA,22,33,42,8,17,100
865,American,ORD,BOS,7,58,2,9,21,90
866,Southwest,DFW,SEA,0,1,55,7,13,76
867,Delta,LAX,BOS,15,17,6,12,29,64
868,Southwest,ORD,PHX,23,49,44,6,29,128
869,United,DFW,PHX,0,1,16,3,1,21
870,American,LAX,PHX,12,0,2,10,9,21
871,Southwest,JFK,DEN,2,55,5,6,0,66
872,Delta,JFK,SEA,12,14,12,6,16,48
873,JetBlue,ATL,MIA,7,17,11,12,18,58
874,Delta,JFK,SEA,14,54,46,11,21,132
875,Delta,DFW,DEN,6,52,32,12,25,121
876,American,ORD,PHX,21,48,44,1,9,102
877,Delta,ORD,DEN,4,20,3,8,15,46
878,United,JFK,SEA,22,39,5,8,26,78
879,JetBlue,JFK,DEN,16,5,50,3,6,64
880,Southwest,JFK,BOS,17,54,19,12,15,100
881,Southwest,LAX,SEA,9,21,49,10,8,88
882,United,LAX,SEA,2,24,25,1,28,78
883,Delta,JFK,DEN,8,49,45,4,14,112
884,Delta,JFK,DEN,10,48,29,14,15,106
885,United,JFK,DEN,9,21,21,0,15,57
886,United,ORD,PHX,7,46,34,14,11,105
887,Delta,ATL,SEA,17,42,3,5,18,68
888,JetBlue,LAX,PHX,4,35,8,13,26,82
889,Southwest,LAX,DEN,4,23,48,14,28,113
890,Southwest,LAX,BOS,19,35,33,7,16,91
891,United,LAX,MIA,13,50,22,14,9,95
892,United,ATL,BOS,18,40,38,4,13,95
893,Delta,LAX,DEN,0,27,53,9,25,114
894,Delta,DFW,SEA,13,6,25,11,10,52
895,United,ORD,PHX,14,22,54,1,2,79
896,American,ORD,MIA,1,32,52,10,20,114
897,Southwest,LAX,BOS,5,40,7,14,25,86
898,Southwest,DFW,PHX,12,22,28,13,24,87
899,American,LAX,SEA,1,45,14,4,8,71
900,United,DFW,BOS,4,27,17,5,16,65
901,United,ATL,PHX,2,28,45,10,5,88
902,United,LAX,DEN,23,0,44,12,24,80
903,Southwest,DFW,DEN,14,54,14,0,26,94
904,American,DFW,DEN,2,24,7,9,5,45
905,American,ORD,MIA,15,57,58,5,3,123
906,JetBlue,JFK,MIA,9,26,31,6,10,73
907,JetBlue,LAX,MIA,2,27,30,9,5,71
908,Southwest,DFW,SEA,22,29,4,3,23,59
909,American,ATL,PHX,6,24,33,11,2,70
910,American,DFW,PHX,6,12,56,11,12,91
911,American,JFK,MIA,20,28,30,12,0,70
912,Delta,DFW,SEA,23,12,37,11,28,88
913,Delta,JFK,BOS,1,56,50,4,1,111
914,Southwest,DFW,SEA,1,20,45,4,5,74
915,Delta,DFW,BOS,21,43,42,2,3,90
916,United,ATL,SEA,2,11,49,13,25,98
917,JetBlue,ATL,PHX,12,49,11,3,16,79
918,Southwest,ATL,DEN,11,46,6,7,0,59
919,American,ATL,PHX,18,47,38,8,28,121
920,United,DFW,DEN,11,27,35,11,12,85
921,American,ORD,DEN,5,21,16,9,25,71
922,United,ORD,DEN,20,20,11,12,23,66
923,JetBlue,LAX,MIA,21,2,55,10,13,80
924,United,DFW,SEA,11,31,58,4,3,96
925,American,LAX,DEN,6,13,44,3,24,84
926,Delta,ATL,MIA,4,7,56,9,9,81
927,Delta,JFK,MIA,16,20,25,6,9,60
928,JetBlue,DFW,DEN,5,34,30,2,24,90
929,American,ORD,DEN,22,43,52,7,7,109
930,American,ORD,PHX,0,10,0,12,10,32
931,American,LAX,DEN,20,7,47,9,27,90
932,Delta,ATL,PHX,20,46,51,14,19,130
933,JetBlue,JFK,MIA,18,27,27,4,19,77
934,JetBlue,LAX,PHX,17,33,29,1,26,89
935,Southwest,ATL,BOS,22,28,49,9,25,111
936,United,ATL,MIA,21,17,21,5,9,52
937,Southwest,ATL,SEA,20,6,2,14,18,40
938,Southwest,JFK,MIA,11,3,5,2,23,33
939,American,DFW,MIA,8,46,17,0,22,85
940,Delta,DFW,DEN,3,27,2,5,6,40
941,American,DFW,MIA,2,18,3,14,19,54
942,JetBlue,ORD,BOS,10,6,54,2,6,68
943,Delta,LAX,PHX,19,50,53,11,9,123
944,American,JFK,DEN,6,10,44,10,14,78
945,Delta,LAX,BOS,8,20,21,11,24,76
946,Delta,ATL,PHX,3,57,43,0,25,125
947,Delta,JFK,MIA,7,54,37,6,20,117
948,Delta,LAX,PHX,13,0,38,12,29,79
949,JetBlue,JFK,MIA,9,12,37,10,13,72
950,Delta,ATL,DEN,14,45,18,0,4,67
951,Delta,ATL,PHX,12,35,55,10,16,116
952,JetBlue,DFW,DEN,7,6,46,10,14,76
953,Southwest,DFW,SEA,15,10,42,2,13,67
954,Delta,DFW,BOS,8,53,10,0,17,80
955,Southwest,JFK,PHX,21,27,33,4,29,93
956,United,ORD,SEA,13,36,37,2,29,104
957,JetBlue,DFW,DEN,1,46,55,10,2,113
958,United,ATL,SEA,0,36,15,12,4,67
959,Southwest,LAX,MIA,0,5,40,10,16,71
960,American,LAX,MIA,4,57,32,9,27,125
961,American,DFW,MIA,22,59,7,2,28,96
962,American,ATL,DEN,18,8,34,10,20,72
963,United,ORD,MIA,18,16,21,7,15,59
964,American,LAX,SEA,23,55,13,6,18,92
965,American,LAX,DEN,11,53,20,6,5,84
966,United,ATL,PHX,17,20,11,11,6,48
967,Southwest,LAX,SEA,13,47,27,2,25,101
968,JetBlue,ATL,DEN,3,57,11,1,11,80
969,JetBlue,LAX,SEA,0,28,57,6,20,111
970,JetBlue,JFK,SEA,23,24,23,10,8,65
971,Southwest,ORD,BOS,0,54,56,13,11,134
972,American,JFK,PHX,6,36,23,8,20,87
973,United,ATL,BOS,7,27,24,3,14,68
974,JetBlue,DFW,MIA,19,5,48,11,3,67
975,JetBlue,ORD,MIA,12,13,0,10,25,48
976,United,ATL,PHX,5,40,8,0,18,66
977,American,DFW,BOS,18,25,44,8,22,99
978,JetBlue,LAX,SEA,22,57,18,8,12,95
979,JetBlue,JFK,PHX,8,9,1,2,6,18
980,United,ORD,BOS,14,2,19,2,24,47
981,Southwest,ORD,SEA,21,34,50,0,7,91
982,Delta,ORD,PHX,14,25,23,7,23,78
983,American,ORD,SEA,3,0,6,12,13,31
984,American,LAX,SEA,9,47,9,10,23,89
985,Southwest,ORD,DEN,16,56,35,4,19,114
986,American,JFK,DEN,22,40,6,3,7,56
987,United,DFW,MIA,5,3,24,6,5,38
988,American,JFK,PHX,23,13,37,12,5,67
989,Delta,ATL,DEN,11,48,36,8,25,117
990,Delta,DFW,SEA,19,24,37,0,6,67
991,Southwest,LAX,SEA,3,8,45,2,29,84
992,American,ORD,PHX,19,36,2,11,4,53
993,American,ATL,MIA,18,3,59,6,21,89
994,Delta,JFK,SEA,21,5,6,4,1,16
995,Delta,DFW,MIA,11,16,15,5,25,61
996,JetBlue,JFK,PHX,22,45,28,7,22,102
997,Southwest,ATL,PHX,5,35,23,10,4,72
998,JetBlue,ATL,PHX,20,2,55,10,8,75
999,JetBlue,DFW,SEA,18,23,13,1,5,42
1000,Delta,DFW,PHX,22,6,14,1,1,22
1001,Southwest,JFK,DEN,2,18,37,7,5,67
1002,Southwest,DFW,DEN,20,47,9,9,6,71
1003,American,ORD,DEN,0,59,10,11,20,100
1004,United,LAX,SEA,21,37,16,11,27,91
1005,United,ATL,SEA,5,5,37,13,9,64
1006,Delta,LAX,BOS,22,5,49,13,15,82
1007,Delta,DFW,MIA,7,17,16,10,21,64
1008,Delta,JFK,PHX,2,30,34,5,1,70
1009,United,LAX,BOS,8,16,32,2,0,50
1010,Delta,ATL,BOS,22,47,2,10,18,77
1011,American,ATL,DEN,16,24,3,10,19,56
1012,United,JFK,SEA,19,11,3,4,20,38
1013,JetBlue,DFW,MIA,13,54,17,3,3,77
1014,American,JFK,BOS,23,3,15,2,1,21
1015,Southwest,DFW,PHX,16,53,12,3,16,84
1016,JetBlue,ATL,MIA,2,33,0,4,4,41
1017,United,LAX,DEN,0,23,1,2,28,54
1018,United,ORD,PHX,21,25,58,13,27,123
1019,United,LAX,MIA,13,49,2,8,28,87
1020,Delta,ORD,MIA,14,11,39,14,4,68
1021,Southwest,LAX,SEA,6,32,14,10,21,77
1022,United,ATL,DEN,3,39,11,8,21,79
1023,Southwest,ATL,BOS,5,50,47,0,19,116
1024,American,JFK,SEA,18,34,11,12,0,57
1025,United,LAX,PHX,23,24,4,13,29,70
1026,American,ORD,PHX,2,28,11,10,22,71
1027,Delta,ORD,BOS,21,54,24,5,17,100
1028,Southwest,DFW,PHX,21,42,20,11,6,79
1029,JetBlue,LAX,SEA,7,29,25,1,27,82
1030,Southwest,ATL,SEA,1,44,26,2,20,92
1031,JetBlue,LAX,SEA,5,51,21,2,15,89
1032,JetBlue,ATL,SEA,21,7,24,2,24,57
1033,American,DFW,MIA,18,8,45,12,20,85
1034,Delta,JFK,BOS,12,41,2,10,9,62
1035,American,ORD,SEA,13,41,27,8,7,83
1036,JetBlue,DFW,SEA,4,49,44,13,22,128
1037,Delta,DFW,DEN,22,39,3,12,12,66
1038,United,DFW,PHX,8,12,18,0,24,54
1039,JetBlue,ATL,BOS,0,53,52,13,17,135
1040,Southwest,JFK,PHX,6,42,38,4,25,109
1041,Southwest,LAX,BOS,5,16,4,1,24,45
1042,Southwest,JFK,DEN,4,3,2,1,3,9
1043,Delta,ATL,PHX,14,55,30,1,0,86
1044,Southwest,ORD,MIA,21,19,46,14,23,102
1045,Delta,LAX,PHX,4,1,55,13,10,79
1046,American,LAX,PHX,3,26,6,10,12,54
1047,United,ATL,SEA,16,29,52,6,8,95
1048,United,ATL,SEA,21,5,39,0,17,61
1049,Delta,ORD,SEA,14,13,26,9,13,61
1050,United,ATL,DEN,17,5,49,4,5,63
1051,JetBlue,ORD,SEA,3,26,10,5,13,54
1052,United,JFK,PHX,13,23,26,0,23,72
1053,United,DFW,BOS,6,57,44,0,24,125
1054,Southwest,LAX,DEN,5,26,30,7,16,79
1055,United,DFW,PHX,21,39,21,1,7,68
1056,Delta,JFK,BOS,23,2,37,1,10,50
1057,Southwest,DFW,PHX,3,35,40,0,16,91
1058,United,JFK,SEA,12,54,42,2,28,126
1059,JetBlue,ATL,BOS,2,23,39,12,10,84
1060,Delta,ORD,SEA,14,58,6,8,20,92
1061,American,LAX,DEN,6,46,58,3,4,111
1062,American,JFK,PHX,4,27,36,7,0,70
1063,Southwest,ATL,BOS,17,37,14,10,2,63
1064,United,JFK,DEN,17,41,32,1,28,102
1065,JetBlue,ORD,PHX,5,7,29,8,10,54
1066,JetBlue,LAX,DEN,10,22,26,2,10,60
1067,JetBlue,LAX,DEN,18,8,26,4,11,49
1068,Delta,ATL,BOS,18,6,14,10,2,32
1069,American,LAX,PHX,8,33,34,13,4,84
1070,American,DFW,SEA,20,27,32,14,13,86
